Distance (Km),Longitude,Latitude,HiRISE DTM Stamps (mean)
0.97,113.983,-56.636,2517.693
0.984,113.983,-56.637,2514.585
0.999,113.983,-56.637,2507.921
1.013,113.983,-56.637,2505.443
1.027,113.983,-56.637,2493.597
1.042,113.983,-56.638,2491.254
1.056,113.983,-56.638,2479.095
1.071,113.983,-56.638,2472.958
1.085,113.983,-56.638,2466.848
1.1,113.983,-56.639,2464.767
1.114,113.983,-56.639,2455.675
1.129,113.983,-56.639,2450.519
1.143,113.983,-56.639,2450.519
1.158,113.984,-56.64,2446.658
1.172,113.984,-56.64,2444.088
1.187,113.984,-56.64,2442.233
1.201,113.984,-56.64,2445.792
1.216,113.984,-56.641,2445.542
1.23,113.984,-56.641,2442.558
1.245,113.984,-56.641,2442.361
1.259,113.984,-56.641,2444.332
1.273,113.984,-56.642,2447.316
1.288,113.984,-56.642,2447.316
1.302,113.984,-56.642,2449.367
1.317,113.984,-56.642,2449.687
1.331,113.984,-56.643,2449.92
1.346,113.984,-56.643,2452.368
1.36,113.984,-56.643,2453.245
1.375,113.984,-56.643,2454.119
1.389,113.984,-56.643,2455.664
1.404,113.984,-56.644,2460.12
1.418,113.984,-56.644,2465.285
1.433,113.984,-56.644,2468.985
1.447,113.984,-56.644,2470.344
1.462,113.984,-56.645,2475.989
1.476,113.984,-56.645,2479.4
1.491,113.985,-56.645,2486.825
1.505,113.985,-56.645,2485.097
1.519,113.985,-56.646,2491.463
1.534,113.985,-56.646,2491.463
1.548,113.985,-56.646,2499.962
1.563,113.985,-56.646,2502.436
1.577,113.985,-56.647,2502.743
1.592,113.985,-56.647,2504.333
1.606,113.985,-56.647,2507.736
1.621,113.985,-56.647,2510.219
1.635,113.985,-56.648,2511.344
1.65,113.985,-56.648,2509.068
1.664,113.985,-56.648,2514.57
1.679,113.985,-56.648,2516.013
1.693,113.985,-56.649,2518.415
1.708,113.985,-56.649,2520.878
1.722,113.985,-56.649,2522.32
1.737,113.985,-56.649,2520.009
1.751,113.985,-56.65,2515.91
1.765,113.985,-56.65,2518.352
1.78,113.985,-56.65,2520.406
1.794,113.985,-56.65,2520.76
1.809,113.985,-56.651,2518.738
1.823,113.985,-56.651,2517.314
1.838,113.986,-56.651,2515.893
1.852,113.986,-56.651,2513.838
1.867,113.986,-56.652,2512.101
1.881,113.986,-56.652,2510.626
1.896,113.986,-56.652,2510.626
1.91,113.986,-56.652,2508.668
